,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost,week_number
98518,6dcb66034aed7493a93ef9b231ecaf14,2.0,2015-11-26T00:00:00,2015-11-26,120.67,344.08,48
101723,6dcb66034aed7493a93ef9b231ecaf14,1.0,2015-11-30T00:00:00,2015-11-30,120.67,317.9,49
147192,6dcb66034aed7493a93ef9b231ecaf14,4.0,2015-12-07T00:00:00,2015-12-08,120.67,344.08,50
147600,6dcb66034aed7493a93ef9b231ecaf14,2.0,2015-12-09T00:00:00,2015-12-09,120.66,374.0,50
174564,6dcb66034aed7493a93ef9b231ecaf14,1.0,2015-12-22T00:00:00,2015-12-23,120.66,351.56,52
174936,6dcb66034aed7493a93ef9b231ecaf14,6.0,2016-01-05T00:00:00,2016-01-05,119.78,351.56,1
175399,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-01-11T00:00:00,2016-01-11,119.38,344.08,2
84939,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-12T00:00:00,2016-01-12,119.53,299.2,2
85247,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-15T00:00:00,2016-01-15,119.49,351.56,2
85331,6dcb66034aed7493a93ef9b231ecaf14,0.0,2016-01-15T00:00:00,2016-01-15,119.49,374.0,2
85384,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-18T00:00:00,2016-01-18,119.43,374.0,3
85427,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-18T00:00:00,2016-01-18,119.43,359.04,3
86226,6dcb66034aed7493a93ef9b231ecaf14,9.0,2016-01-25T00:00:00,2016-01-25,119.38,336.6,4
86327,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-25T00:00:00,2016-01-25,119.38,374.0,4
112490,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-27T00:00:00,2016-01-27,119.22,351.56,4
112412,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-01-26T00:00:00,2016-01-27,119.22,374.0,4
112854,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-01-29T00:00:00,2016-01-29,119.22,374.0,4
113595,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-02-03T00:00:00,2016-02-03,119.22,336.6,5
113457,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-02-03T00:00:00,2016-02-03,119.22,351.56,5
157888,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-02-10T00:00:00,2016-02-10,120.04,374.0,6
157802,6dcb66034aed7493a93ef9b231ecaf14,9.0,2016-02-10T00:00:00,2016-02-10,120.04,344.08,6
158127,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-02-12T00:00:00,2016-02-12,120.2,374.0,6
158130,6dcb66034aed7493a93ef9b231ecaf14,10.0,2016-02-12T00:00:00,2016-02-12,120.31,325.38,6
158809,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-02-18T00:00:00,2016-02-18,120.22,374.0,7
164508,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-02-24T00:00:00,2016-02-25,120.25,299.2,8
164918,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-02-26T00:00:00,2016-02-26,120.37,359.04,8
165382,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-03-01T00:00:00,2016-03-01,120.37,359.04,9
89253,6dcb66034aed7493a93ef9b231ecaf14,9.0,2016-03-09T00:00:00,2016-03-09,120.37,336.6,10
89538,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-03-10T00:00:00,2016-03-10,120.38,359.04,10
109763,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-03-17T00:00:00,2016-03-17,117.74,374.0,11
109882,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-03-18T00:00:00,2016-03-18,118.21,351.56,11
110273,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-03-22T00:00:00,2016-03-22,118.19,299.2,12
110326,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-03-22T00:00:00,2016-03-22,118.19,359.04,12
3545,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-03-31T00:00:00,2016-03-31,117.48,344.08,13
3634,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-03-31T00:00:00,2016-03-31,118.11,344.08,13
3652,6dcb66034aed7493a93ef9b231ecaf14,5.0,2016-04-01T00:00:00,2016-04-01,118.05,351.56,13
3945,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-04T00:00:00,2016-04-04,117.95,374.0,14
4103,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-04-05T00:00:00,2016-04-05,117.92,374.0,14
4396,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-07T00:00:00,2016-04-07,117.83,374.0,14
4348,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-07T00:00:00,2016-04-07,117.83,329.12,14
4489,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-08T00:00:00,2016-04-08,117.78,336.6,14
4532,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-04-08T00:00:00,2016-04-11,117.78,299.2,15
4684,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-04-11T00:00:00,2016-04-11,117.75,359.04,15
64351,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-04-15T00:00:00,2016-04-15,12.84,39.888,15
65029,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-04-22T00:00:00,2016-04-22,116.47,351.56,16
65027,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-04-22T00:00:00,2016-04-22,117.44,351.56,16
65050,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-04-22T00:00:00,2016-04-22,117.44,359.04,16
65182,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-25T00:00:00,2016-04-25,117.22,374.0,17
65257,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-04-25T00:00:00,2016-04-25,117.22,374.0,17
208142,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-05-04T00:00:00,2016-05-04,117.16,299.2,18
208135,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-05-04T00:00:00,2016-05-04,117.16,374.0,18
208351,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-05-09T00:00:00,2016-05-09,117.1,359.04,19
208752,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-05-10T00:00:00,2016-05-10,117.06,344.08,19
208683,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-05-10T00:00:00,2016-05-10,117.06,299.2,19
208544,6dcb66034aed7493a93ef9b231ecaf14,6.0,2016-05-10T00:00:00,2016-05-10,117.06,351.56,19
249209,6dcb66034aed7493a93ef9b231ecaf14,5.0,2016-05-18T00:00:00,2016-05-18,116.72,374.0,20
248814,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-05-13T00:00:00,2016-05-18,116.72,374.0,20
249586,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-05-23T00:00:00,2016-05-23,116.47,351.56,21
28742,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-05-25T00:00:00,2016-05-25,116.24,374.0,21
28867,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-05-26T00:00:00,2016-05-27,116.24,359.04,21
29130,6dcb66034aed7493a93ef9b231ecaf14,10.0,2016-05-30T00:00:00,2016-05-30,115.97,374.0,22
29039,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-05-27T00:00:00,2016-05-30,116.15,374.0,22
249902,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-05-25T00:00:00,2016-05-31,125.28,344.08,22
30088,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-06-07T00:00:00,2016-06-07,117.89,299.2,23
30080,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-06-07T00:00:00,2016-06-07,117.89,374.0,23
29923,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-03T00:00:00,2016-06-07,117.89,374.0,23
39053,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-08T00:00:00,2016-06-08,125.33,344.08,23
39048,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-08T00:00:00,2016-06-08,118.45,344.08,23
39108,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-06-08T00:00:00,2016-06-08,118.45,374.0,23
240765,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-10T00:00:00,2016-06-10,118.73,374.0,23
39365,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-06-10T00:00:00,2016-06-10,118.73,374.0,23
39360,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-06-10T00:00:00,2016-06-10,118.73,374.0,23
39711,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-14T00:00:00,2016-06-14,118.94,374.0,24
39668,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-06-14T00:00:00,2016-06-14,118.94,344.08,24
237156,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-27T00:00:00,2016-06-27,122.98,374.0,26
237299,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-06-28T00:00:00,2016-06-28,122.98,344.08,26
237321,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-06-28T00:00:00,2016-06-28,122.98,299.2,26
237351,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-06-28T00:00:00,2016-06-28,122.98,374.0,26
237582,6dcb66034aed7493a93ef9b231ecaf14,10.0,2016-06-30T00:00:00,2016-06-30,117.67,374.0,26
237581,6dcb66034aed7493a93ef9b231ecaf14,10.0,2016-06-30T00:00:00,2016-06-30,122.45,374.0,26
237832,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-07-04T00:00:00,2016-07-04,125.28,374.0,27
238007,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-07-05T00:00:00,2016-07-05,125.3,344.08,27
217760,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-07-11T00:00:00,2016-07-11,125.34,374.0,28
217866,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-07-12T00:00:00,2016-07-12,125.14,374.0,28
218271,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-07-18T00:00:00,2016-07-18,125.06,374.0,29
218292,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-07-18T00:00:00,2016-07-18,125.06,374.0,29
218623,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-07-21T00:00:00,2016-07-21,121.7,344.08,29
218877,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-07-26T00:00:00,2016-07-26,120.49,299.2,30
218986,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-07-27T00:00:00,2016-07-28,120.34,299.2,30
42526,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-08-01T00:00:00,2016-08-01,120.12,374.0,31
42790,6dcb66034aed7493a93ef9b231ecaf14,6.0,2016-08-03T00:00:00,2016-08-03,119.98,351.56,31
42871,6dcb66034aed7493a93ef9b231ecaf14,6.0,2016-08-04T00:00:00,2016-08-04,122.32,374.0,31
43364,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-10T00:00:00,2016-08-10,122.17,299.2,32
43377,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-10T00:00:00,2016-08-10,122.17,329.12,32
25564,6dcb66034aed7493a93ef9b231ecaf14,4.0,2016-08-15T00:00:00,2016-08-15,120.49,374.0,33
25836,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-08-16T00:00:00,2016-08-16,122.76,344.08,33
25668,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-15T00:00:00,2016-08-16,122.88,374.0,33
26496,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-22T00:00:00,2016-08-22,122.58,329.12,34
26681,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-23T00:00:00,2016-08-23,122.58,380.0,34
26767,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-08-23T00:00:00,2016-08-24,122.53,357.2,34
120102,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-29T00:00:00,2016-08-29,122.3,380.0,35
120097,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-29T00:00:00,2016-08-29,122.3,380.0,35
120573,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-08-31T00:00:00,2016-08-31,122.16,380.0,35
120571,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-08-31T00:00:00,2016-08-31,122.16,349.6,35
121008,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-05T00:00:00,2016-09-05,114.03,380.0,36
121406,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-09-07T00:00:00,2016-09-07,115.32,380.0,36
77350,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-09-09T00:00:00,2016-09-09,115.23,364.8,36
77888,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-09-13T00:00:00,2016-09-13,115.08,380.0,37
77904,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-13T00:00:00,2016-09-13,115.08,349.6,37
77996,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-14T00:00:00,2016-09-14,114.91,380.0,37
78259,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-15T00:00:00,2016-09-15,124.51,380.0,37
78201,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-15T00:00:00,2016-09-15,113.98,304.0,37
78783,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-09-20T00:00:00,2016-09-20,113.78,357.2,38
186038,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-21T00:00:00,2016-09-21,113.15,304.0,38
185880,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-21T00:00:00,2016-09-21,11.82,37.998,38
186340,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-09-26T00:00:00,2016-09-26,112.68,334.4,39
186406,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-09-26T00:00:00,2016-09-26,112.68,349.6,39
186822,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-09-29T00:00:00,2016-09-29,111.32,349.6,39
187048,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-09-30T00:00:00,2016-09-30,111.01,349.6,39
135717,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-10-06T00:00:00,2016-10-06,110.33,304.0,40
136436,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-10-12T00:00:00,2016-10-12,109.82,380.0,41
136763,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-10-14T00:00:00,2016-10-14,11.23,40.5312,41
110918,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-10-18T00:00:00,2016-10-18,109.27,380.0,42
111614,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-10-24T00:00:00,2016-10-24,11.32,40.5312,43
86670,6dcb66034aed7493a93ef9b231ecaf14,3.0,2016-10-27T00:00:00,2016-10-27,109.71,380.0,43
87015,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-10-31T00:00:00,2016-10-31,109.75,380.0,44
87264,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-11-01T00:00:00,2016-11-01,109.77,380.0,44
87759,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-03T00:00:00,2016-11-03,109.8,364.8,44
178513,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-08T00:00:00,2016-11-08,109.82,364.8,45
178962,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-10T00:00:00,2016-11-10,109.84,380.0,45
179599,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-14T00:00:00,2016-11-14,110.14,380.0,46
142965,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-16T00:00:00,2016-11-16,110.43,380.0,46
126898,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-23T00:00:00,2016-11-23,111.35,380.0,47
127096,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-24T00:00:00,2016-11-24,111.37,380.0,47
127415,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-11-25T00:00:00,2016-11-25,11.38,42.22,47
127796,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-11-28T00:00:00,2016-11-28,111.41,380.0,48
128200,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-11-30T00:00:00,2016-11-30,111.45,380.0,48
70874,6dcb66034aed7493a93ef9b231ecaf14,2.0,2016-12-06T00:00:00,2016-12-06,111.49,349.6,49
51045,6dcb66034aed7493a93ef9b231ecaf14,5.0,2016-12-19T00:00:00,2016-12-19,111.52,364.8,51
18535,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-12-27T00:00:00,2016-12-27,111.57,380.0,52
18702,6dcb66034aed7493a93ef9b231ecaf14,1.0,2016-12-28T00:00:00,2016-12-28,111.58,349.6,52
18961,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-03T00:00:00,2017-01-03,111.59,364.8,1
19491,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-01-10T00:00:00,2017-01-10,111.6,349.6,2
229343,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-11T00:00:00,2017-01-11,111.62,304.0,2
229477,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-11T00:00:00,2017-01-11,111.62,364.8,2
229515,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-12T00:00:00,2017-01-12,111.63,334.4,2
229784,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-16T00:00:00,2017-01-16,111.65,383.04,3
229962,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-17T00:00:00,2017-01-17,111.66,319.2,3
229918,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-01-17T00:00:00,2017-01-17,111.66,383.04,3
230055,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-18T00:00:00,2017-01-19,111.7,319.2,3
230437,6dcb66034aed7493a93ef9b231ecaf14,5.0,2017-01-23T00:00:00,2017-01-26,111.71,339.15,4
225088,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-26T00:00:00,2017-01-26,111.71,399.0,4
240929,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-27T00:00:00,2017-01-27,11.78,39.87,4
225507,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-01-30T00:00:00,2017-01-31,111.72,399.0,5
225654,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-01-31T00:00:00,2017-01-31,111.72,399.0,5
225734,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-02-01T00:00:00,2017-02-02,111.73,319.2,5
67329,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-08T00:00:00,2017-02-08,111.75,399.0,6
67210,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-08T00:00:00,2017-02-08,111.74,367.08,6
67531,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-09T00:00:00,2017-02-09,111.75,375.06,6
67645,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-10T00:00:00,2017-02-10,111.79,399.0,6
68287,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-02-17T00:00:00,2017-02-17,111.86,367.08,7
68327,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-02-17T00:00:00,2017-02-21,111.86,383.04,8
235,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-22T00:00:00,2017-02-22,112.22,399.0,8
382,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-23T00:00:00,2017-02-23,112.27,319.2,8
540,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-02-24T00:00:00,2017-02-27,11.83,44.3,9
556,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-02-27T00:00:00,2017-02-27,112.32,399.0,9
773,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-02-27T00:00:00,2017-02-28,112.32,367.08,9
733,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-02-27T00:00:00,2017-02-28,112.32,399.0,9
978,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-03-01T00:00:00,2017-03-01,112.98,383.04,9
251605,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-03-08T00:00:00,2017-03-09,112.07,399.0,10
252424,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-03-16T00:00:00,2017-03-16,112.42,367.08,11
204405,6dcb66034aed7493a93ef9b231ecaf14,8.0,2017-03-20T00:00:00,2017-03-20,11.88,44.3,12
204842,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-03-22T00:00:00,2017-03-22,11.81,39.87,12
204922,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-03-23T00:00:00,2017-03-23,112.09,383.04,12
205081,6dcb66034aed7493a93ef9b231ecaf14,5.0,2017-03-23T00:00:00,2017-03-24,112.09,399.0,12
205365,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-03-27T00:00:00,2017-03-27,111.91,375.06,13
60092,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-03-31T00:00:00,2017-04-03,111.76,367.08,14
60204,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-03T00:00:00,2017-04-03,11.72,39.87,14
60216,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-03T00:00:00,2017-04-03,111.76,399.0,14
60503,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-04T00:00:00,2017-04-04,111.84,375.06,14
60612,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-05T00:00:00,2017-04-05,111.87,399.0,14
60665,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-05T00:00:00,2017-04-05,111.87,367.08,14
60660,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-05T00:00:00,2017-04-05,111.87,367.08,14
60814,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-06T00:00:00,2017-04-06,112.03,399.0,14
8025,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-11T00:00:00,2017-04-11,112.18,399.0,15
7923,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-10T00:00:00,2017-04-11,112.18,367.08,15
8120,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-12T00:00:00,2017-04-12,112.35,367.08,15
8298,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-18T00:00:00,2017-04-18,111.96,367.08,16
8601,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-19T00:00:00,2017-04-19,112.01,399.0,16
106415,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-04-25T00:00:00,2017-04-25,111.45,367.08,17
106398,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-04-25T00:00:00,2017-04-25,111.45,319.2,17
106523,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-04-26T00:00:00,2017-04-26,111.48,375.06,17
106771,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-05-02T00:00:00,2017-05-02,111.48,367.08,18
107329,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-05-04T00:00:00,2017-05-04,111.44,383.04,18
107774,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-05-08T00:00:00,2017-05-09,111.26,367.08,19
91935,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-05-15T00:00:00,2017-05-15,111.21,375.06,20
92526,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-05-18T00:00:00,2017-05-18,111.15,375.06,20
92439,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-05-17T00:00:00,2017-05-18,111.15,399.0,20
92644,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-05-19T00:00:00,2017-05-19,111.05,399.0,20
167038,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-05-22T00:00:00,2017-05-22,111.03,399.0,21
92684,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-05-19T00:00:00,2017-05-23,111.05,319.2,21
167467,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-05-24T00:00:00,2017-05-24,111.02,367.08,21
167551,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-05-26T00:00:00,2017-05-30,111.01,383.04,22
168224,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-06-01T00:00:00,2017-06-01,111.0,399.0,22
153005,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-06-05T00:00:00,2017-06-05,110.96,399.0,23
153229,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-06-07T00:00:00,2017-06-07,110.91,399.0,23
153267,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-06-07T00:00:00,2017-06-07,110.91,367.08,23
153923,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-06-13T00:00:00,2017-06-13,110.86,383.04,24
153955,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-06-13T00:00:00,2017-06-13,110.86,367.08,24
117190,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-06-19T00:00:00,2017-06-19,110.74,399.0,25
117534,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-06-26T00:00:00,2017-06-26,110.69,399.0,26
117829,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-06-27T00:00:00,2017-06-27,109.8,367.08,26
117693,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-06-27T00:00:00,2017-06-27,109.81,399.0,26
82492,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-07-11T00:00:00,2017-07-11,110.91,367.08,28
82744,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-07-13T00:00:00,2017-07-13,110.91,399.0,28
83190,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-07-19T00:00:00,2017-07-19,110.91,367.08,29
83491,6dcb66034aed7493a93ef9b231ecaf14,12.0,2017-07-24T00:00:00,2017-07-24,110.92,367.08,30
83410,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-07-24T00:00:00,2017-07-24,110.92,375.06,30
171505,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-07-26T00:00:00,2017-07-26,110.97,375.06,30
172321,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-08-08T00:00:00,2017-08-08,110.98,399.0,32
172360,6dcb66034aed7493a93ef9b231ecaf14,6.0,2017-08-08T00:00:00,2017-08-08,110.98,383.04,32
172382,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-08-08T00:00:00,2017-08-09,111.01,399.0,32
150150,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-08-16T00:00:00,2017-08-16,111.03,383.04,33
150186,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-08-17T00:00:00,2017-08-17,111.04,375.06,33
150752,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-08-22T00:00:00,2017-08-22,111.05,367.08,34
150691,6dcb66034aed7493a93ef9b231ecaf14,4.0,2017-08-21T00:00:00,2017-08-22,111.05,399.0,34
151160,6dcb66034aed7493a93ef9b231ecaf14,2.0,2017-08-24T00:00:00,2017-08-24,111.08,367.08,34
241037,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-08-24T00:00:00,2017-08-24,111.08,367.08,34
104823,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-09-04T00:00:00,2017-09-04,111.16,399.0,36
105125,6dcb66034aed7493a93ef9b231ecaf14,3.0,2017-09-06T00:00:00,2017-09-06,111.06,383.04,36
105448,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-09-07T00:00:00,2017-09-07,111.02,351.12,36
105583,6dcb66034aed7493a93ef9b231ecaf14,1.0,2017-09-07T00:00:00,2017-09-08,111.0,399.0,36
